year	lakeid	secchi.m	secchi_source
1997	2056600	0.9624712	in-situ mean
1998	2056600	0.9624712	in-situ mean
1999	2056600	0.9624712	in-situ mean
2000	2056600	0.9624712	in-situ mean
2001	2056600	0.9624712	in-situ mean
2002	2056600	0.8998848	in-situ
2003	2056600	0.9624712	in-situ mean
2004	2056600	0.9624712	in-situ mean
2005	2056600	0.9624712	in-situ mean
2006	2056600	1.3	in-situ
2007	2056600	0.9624712	in-situ mean
2008	2056600	0.9624712	in-situ mean
2009	2056600	0.9624712	in-situ mean
2010	2056600	0.9624712	in-situ mean
2011	2056600	0.9624712	in-situ mean
2012	2056600	0.9624712	in-situ mean
1979	2059800	0.6096	in-situ
1980	2059800	1.140661236	in-situ mean
1981	2059800	1.140661236	in-situ mean
1982	2059800	1.140661236	in-situ mean
1983	2059800	1.140661236	in-situ mean
1984	2059800	1.140661236	in-situ mean
1985	2059800	1.140661236	in-situ mean
1986	2059800	1.140661236	in-situ mean
1987	2059800	1.140661236	in-situ mean
1988	2059800	1.140661236	in-situ mean
1989	2059800	1.140661236	in-situ mean
1990	2059800	1.140661236	in-situ mean
1991	2059800	1.140661236	in-situ mean
1992	2059800	1.140661236	in-situ mean
1993	2059800	1.140661236	in-situ mean
1994	2059800	1.140661236	in-situ mean
1995	2059800	1.140661236	in-situ mean
1996	2059800	1.140661236	in-situ mean
1997	2059800	1.140661236	in-situ mean
1998	2059800	1.140661236	in-situ mean
1999	2059800	1.140661236	in-situ mean
2000	2059800	1.140661236	in-situ mean
2001	2059800	1.140661236	in-situ mean
2002	2059800	1.140661236	in-situ mean
2003	2059800	0.9498784	in-situ
2004	2059800	1.140661236	in-situ mean
2005	2059800	1.140661236	in-situ mean
2006	2059800	1.140661236	in-situ mean
2007	2059800	1.140661236	in-situ mean
2008	2059800	1.140661236	in-situ mean
2009	2059800	1.140661236	in-situ mean
2010	2059800	1.140661236	in-situ mean
2011	2059800	1.140661236	in-situ mean
2012	2059800	1.140661236	in-situ mean
1979	2065900	0.9144	in-situ
1980	2065900	1.031025418	in-situ mean
1981	2065900	1.031025418	in-situ mean
1982	2065900	1.031025418	in-situ mean
1983	2065900	1.031025418	in-situ mean
1984	2065900	1.031025418	in-situ mean
1985	2065900	1.031025418	in-situ mean
1986	2065900	1.031025418	in-situ mean
1987	2065900	1.031025418	in-situ mean
1988	2065900	1.031025418	in-situ mean
1989	2065900	1.031025418	in-situ mean
1990	2065900	0.934155556	in-situ
1991	2065900	1.00584	in-situ
1992	2065900	2.272145455	in-situ
1993	2065900	1.338942857	in-situ
1994	2065900	1.031025418	in-situ mean
1995	2065900	1.031025418	in-situ mean
1996	2065900	0.881992	in-situ
1997	2065900	1.031025418	in-situ mean
1998	2065900	1.031025418	in-situ mean
1999	2065900	0.9619744	in-situ
2000	2065900	1.2319	in-situ
2001	2065900	1.0668	in-situ
2002	2065900	1.289992258	in-situ
2003	2065900	1.030224	in-situ
2004	2065900	0.4	in-situ
2005	2065900	1.031025418	in-situ mean
2006	2065900	1.031025418	in-situ mean
2007	2065900	1.031025418	in-situ mean
2008	2065900	1.031025418	in-situ mean
2009	2065900	0	in-situ
2010	2065900	0.889552174	in-situ
2011	2065900	1.15490625	in-situ
2012	2065900	0.923364706	in-situ
1979	2068000	1.152728637	in-situ mean
1980	2068000	1.152728637	in-situ mean
1981	2068000	1.152728637	in-situ mean
1982	2068000	1.152728637	in-situ mean
1983	2068000	1.152728637	in-situ mean
1984	2068000	1.152728637	in-situ mean
1985	2068000	1.152728637	in-situ mean
1986	2068000	1.152728637	in-situ mean
1987	2068000	1.152728637	in-situ mean
1988	2068000	1.152728637	in-situ mean
1989	2068000	1.2827	in-situ
1990	2068000	1.185333333	in-situ
1991	2068000	0.889	in-situ
1992	2068000	1.152728637	in-situ mean
1993	2068000	1.377930462	in-situ
1994	2068000	1.017411111	in-situ
1995	2068000	1.223682353	in-situ
1996	2068000	1.1487404	in-situ
1997	2068000	1.426671818	in-situ
1998	2068000	1.11125	in-situ
1999	2068000	0.97155	in-situ
2000	2068000	1.0541	in-situ
2001	2068000	1.03353	in-situ
2002	2068000	1.136024589	in-situ
2003	2068000	1.209276279	in-situ
2004	2068000	1.141083636	in-situ
2005	2068000	1.099457143	in-situ
2006	2068000	1.128688	in-situ
2007	2068000	0.8588	in-situ
2008	2068000	0.787152941	in-situ
2009	2068000	1.16163	in-situ
2010	2068000	0.9688925	in-situ
2011	2068000	1.39212087	in-situ
2012	2068000	1.235247761	in-situ
1979	2071700	2.20901856	in-situ mean
1980	2071700	2.20901856	in-situ mean
1981	2071700	2.20901856	in-situ mean
1982	2071700	2.20901856	in-situ mean
1983	2071700	2.20901856	in-situ mean
1984	2071700	2.20901856	in-situ mean
1985	2071700	2.20901856	in-situ mean
1986	2071700	2.20901856	in-situ mean
1987	2071700	2.20901856	in-situ mean
1988	2071700	2.20901856	in-situ mean
1989	2071700	2.53365	in-situ
1990	2071700	2.20901856	in-situ mean
1991	2071700	2.20901856	in-situ mean
1992	2071700	2.20901856	in-situ mean
1993	2071700	1.3335	in-situ
1994	2071700	2.20901856	in-situ mean
1995	2071700	2.20901856	in-situ mean
1996	2071700	2.20901856	in-situ mean
1997	2071700	2.20901856	in-situ mean
1998	2071700	2.20901856	in-situ mean
1999	2071700	2.20901856	in-situ mean
2000	2071700	2.20901856	in-situ mean
2001	2071700	2.20901856	in-situ mean
2002	2071700	2.20901856	in-situ mean
2003	2071700	1.7997696	in-situ
2004	2071700	2.20901856	in-situ mean
2005	2071700	2.20901856	in-situ mean
2006	2071700	2.20901856	in-situ mean
2007	2071700	2.20901856	in-situ mean
2008	2071700	2.20901856	in-situ mean
2009	2071700	2.20901856	in-situ mean
2010	2071700	2.20901856	in-situ mean
2011	2071700	2.20901856	in-situ mean
2012	2071700	2.20901856	in-situ mean
1979	2072600	0.651193	satellite mean
1980	2072600	0.651193	satellite mean
1981	2072600	0.651193	satellite mean
1982	2072600	0.651193	satellite mean
1983	2072600	0.651193	satellite mean
1984	2072600	0.651193	satellite mean
1985	2072600	0.651193	satellite mean
1986	2072600	0.651193	satellite mean
1987	2072600	0.651193	satellite mean
1988	2072600	0.651193	satellite mean
1989	2072600	0.651193	satellite mean
1990	2072600	0.651193	satellite mean
1991	2072600	0.651193	satellite mean
1992	2072600	0.651193	satellite mean
1993	2072600	0.651193	satellite mean
1994	2072600	0.651193	satellite mean
1995	2072600	0.651193	satellite mean
1996	2072600	0.651193	satellite mean
1997	2072600	0.651193	satellite mean
1998	2072600	0.651193	satellite mean
1999	2072600	0.651193	satellite mean
2000	2072600	0.651193	satellite mean
2001	2072600	0.651193	satellite mean
2002	2072600	0.651193	satellite mean
2003	2072600	0.651193	satellite mean
2004	2072600	0.651193	satellite mean
2005	2072600	0.651193	satellite mean
2006	2072600	0.651193	satellite mean
2007	2072600	0.651193	satellite mean
2008	2072600	0.651193	satellite mean
2009	2072600	0.651193	satellite mean
2010	2072600	0.651193	satellite mean
2011	2072600	0.651193	satellite mean
2012	2072600	0.651193	satellite mean
1979	2079000	1.524	in-situ
1980	2079000	2.2277832	in-situ mean
1981	2079000	2.2277832	in-situ mean
1982	2079000	2.2277832	in-situ mean
1983	2079000	2.2277832	in-situ mean
1984	2079000	2.2277832	in-situ mean
1985	2079000	2.2277832	in-situ mean
1986	2079000	2.2277832	in-situ mean
1987	2079000	2.2277832	in-situ mean
1988	2079000	2.2277832	in-situ mean
1989	2079000	2.2277832	in-situ mean
1990	2079000	2.2277832	in-situ mean
1991	2079000	2.2277832	in-situ mean
1992	2079000	2.2277832	in-situ mean
1993	2079000	2.2277832	in-situ mean
1994	2079000	2.2277832	in-situ mean
1995	2079000	2.2277832	in-situ mean
1996	2079000	2.2277832	in-situ mean
1997	2079000	2.2277832	in-situ mean
1998	2079000	2.2277832	in-situ mean
1999	2079000	2.286	in-situ
2000	2079000	2.465832	in-situ
2001	2079000	2.75844	in-situ
2002	2079000	2.2277832	in-situ mean
2003	2079000	1.861457143	in-situ
2004	2079000	2.22377	in-situ
2005	2079000	1.785257143	in-situ
2006	2079000	2.569464	in-situ
2007	2079000	2.3622	in-situ
2008	2079000	1.84404	in-situ
2009	2079000	3.609975	in-situ
2010	2079000	2.786742857	in-situ
2011	2079000	1.4224	in-situ
2012	2079000	1.524	in-situ
1979	2079100	0.804387	satellite mean
1980	2079100	0.804387	satellite mean
1981	2079100	0.804387	satellite mean
1982	2079100	0.804387	satellite mean
1983	2079100	0.804387	satellite mean
1984	2079100	0.804387	satellite mean
1985	2079100	0.804387	satellite mean
1986	2079100	0.804387	satellite mean
1987	2079100	0.804387	satellite mean
1988	2079100	0.804387	satellite mean
1989	2079100	0.804387	satellite mean
1990	2079100	0.804387	satellite mean
1991	2079100	0.804387	satellite mean
1992	2079100	0.804387	satellite mean
1993	2079100	0.804387	satellite mean
1994	2079100	0.804387	satellite mean
1995	2079100	0.804387	satellite mean
1996	2079100	0.804387	satellite mean
1997	2079100	0.804387	satellite mean
1998	2079100	0.804387	satellite mean
1999	2079100	0.804387	satellite mean
2000	2079100	0.804387	satellite mean
2001	2079100	0.804387	satellite mean
2002	2079100	0.804387	satellite mean
2003	2079100	0.804387	satellite mean
2004	2079100	0.804387	satellite mean
2005	2079100	0.804387	satellite mean
2006	2079100	0.804387	satellite mean
2007	2079100	0.804387	satellite mean
2008	2079100	0.804387	satellite mean
2009	2079100	0.804387	satellite mean
2010	2079100	0.804387	satellite mean
2011	2079100	0.804387	satellite mean
2012	2079100	0.804387	satellite mean
1979	2079400	1.2192	in-situ mean
1980	2079400	1.2192	in-situ mean
1981	2079400	1.2192	in-situ mean
1982	2079400	1.2192	in-situ mean
1983	2079400	1.2192	in-situ mean
1984	2079400	1.2192	in-situ mean
1985	2079400	1.2192	in-situ mean
1986	2079400	1.2192	in-situ mean
1987	2079400	1.2192	in-situ mean
1988	2079400	1.2192	in-situ mean
1989	2079400	1.2192	in-situ mean
1990	2079400	1.2192	in-situ mean
1991	2079400	1.2192	in-situ mean
1992	2079400	1.2192	in-situ mean
1993	2079400	1.2192	in-situ mean
1994	2079400	1.2192	in-situ mean
1995	2079400	1.2192	in-situ mean
1996	2079400	1.2192	in-situ mean
1997	2079400	1.2192	in-situ mean
1998	2079400	1.2192	in-situ mean
1999	2079400	1.2192	in-situ mean
2000	2079400	1.2192	in-situ mean
2001	2079400	1.2192	in-situ mean
2002	2079400	1.2192	in-situ mean
2003	2079400	1.2192	in-situ mean
2004	2079400	1.2192	in-situ mean
2005	2079400	1.2192	in-situ mean
2006	2079400	1.2192	in-situ mean
2007	2079400	1.2192	in-situ mean
2008	2079400	1.2192	in-situ mean
2009	2079400	1.2192	in-situ mean
2010	2079400	1.2192	in-situ mean
2011	2079400	1.2192	in-situ mean
2012	2079400	1.2192	in-situ
1979	2079700	1.360193374	in-situ mean
1980	2079700	1.360193374	in-situ mean
1981	2079700	1.360193374	in-situ mean
1982	2079700	1.360193374	in-situ mean
1983	2079700	1.360193374	in-situ mean
1984	2079700	1.360193374	in-situ mean
1985	2079700	1.360193374	in-situ mean
1986	2079700	1.360193374	in-situ mean
1987	2079700	0.872913333	in-situ
1988	2079700	1.01346	in-situ
1989	2079700	1.524	in-situ
1990	2079700	0.8382	in-situ
1991	2079700	1.340427273	in-situ
1992	2079700	1.74498	in-situ
1993	2079700	1.4478	in-situ
1994	2079700	1.397461818	in-situ
1995	2079700	1.453055172	in-situ
1996	2079700	1.6002	in-situ
1997	2079700	1.542142857	in-situ
1998	2079700	1.360193374	in-situ mean
1999	2079700	1.39065	in-situ
2000	2079700	0.97155	in-situ
2001	2079700	1.2573	in-situ
2002	2079700	2.0193	in-situ
2003	2079700	1.349828571	in-situ
2004	2079700	2.159	in-situ
2005	2079700	1.524	in-situ
2006	2079700	1.40208	in-situ
2007	2079700	1.016	in-situ
2008	2079700	1.31445	in-situ
2009	2079700	1.360193374	in-situ mean
2010	2079700	1.58496	in-situ
2011	2079700	1.2573	in-situ
2012	2079700	1.1684	in-situ
1979	2079800	1.988277992	in-situ mean
1980	2079800	1.988277992	in-situ mean
1981	2079800	1.988277992	in-situ mean
1982	2079800	1.988277992	in-situ mean
1983	2079800	1.988277992	in-situ mean
1984	2079800	1.988277992	in-situ mean
1985	2079800	1.988277992	in-situ mean
1986	2079800	1.988277992	in-situ mean
1987	2079800	1.988277992	in-situ mean
1988	2079800	1.988277992	in-situ mean
1989	2079800	1.988277992	in-situ mean
1990	2079800	1.988277992	in-situ mean
1991	2079800	1.988277992	in-situ mean
1992	2079800	1.988277992	in-situ mean
1993	2079800	1.988277992	in-situ mean
1994	2079800	1.719942857	in-situ
1995	2079800	2.15646	in-situ
1996	2079800	2.62128	in-situ
1997	2079800	3.0861	in-situ
1998	2079800	2.159	in-situ
1999	2079800	1.4986	in-situ
2000	2079800	1.820333333	in-situ
2001	2079800	2.198076923	in-situ
2002	2079800	2.3114	in-situ
2003	2079800	1.80848	in-situ
2004	2079800	2.175933333	in-situ
2005	2079800	2.39395	in-situ
2006	2079800	1.988277992	in-situ mean
2007	2079800	1.46304	in-situ
2008	2079800	1.65608	in-situ
2009	2079800	3.5052	in-situ
2010	2079800	1.8288	in-situ
2011	2079800	1.804035	in-situ
2012	2079800	1.43256	in-situ
1979	2080000	0.751114286	in-situ mean
1980	2080000	0.751114286	in-situ mean
1981	2080000	0.751114286	in-situ mean
1982	2080000	0.751114286	in-situ mean
1983	2080000	0.751114286	in-situ mean
1984	2080000	0.751114286	in-situ mean
1985	2080000	0.751114286	in-situ mean
1986	2080000	0.751114286	in-situ mean
1987	2080000	0.751114286	in-situ mean
1988	2080000	0.751114286	in-situ mean
1989	2080000	0.751114286	in-situ mean
1990	2080000	0.751114286	in-situ mean
1991	2080000	0.751114286	in-situ mean
1992	2080000	0.751114286	in-situ mean
1993	2080000	0.751114286	in-situ mean
1994	2080000	0.7366	in-situ
1995	2080000	0.762	in-situ
1996	2080000	0.751114286	in-situ mean
1997	2080000	0.751114286	in-situ mean
1998	2080000	0.751114286	in-situ mean
1999	2080000	0.751114286	in-situ mean
2000	2080000	0.751114286	in-situ mean
2001	2080000	0.751114286	in-situ mean
2002	2080000	0.751114286	in-situ mean
2003	2080000	0.751114286	in-situ mean
2004	2080000	0.751114286	in-situ mean
2005	2080000	0.751114286	in-situ mean
2006	2080000	0.751114286	in-situ mean
2007	2080000	0.751114286	in-situ mean
2008	2080000	0.751114286	in-situ mean
2009	2080000	0.751114286	in-situ mean
2010	2080000	0.751114286	in-situ mean
2011	2080000	0.751114286	in-situ mean
2012	2080000	0.751114286	in-situ mean
1979	2081200	3.924275724	in-situ mean
1980	2081200	3.924275724	in-situ mean
1981	2081200	3.924275724	in-situ mean
1982	2081200	3.924275724	in-situ mean
1983	2081200	3.924275724	in-situ mean
1984	2081200	3.924275724	in-situ mean
1985	2081200	3.924275724	in-situ mean
1986	2081200	3.924275724	in-situ mean
1987	2081200	3.924275724	in-situ mean
1988	2081200	3.924275724	in-situ mean
1989	2081200	3.924275724	in-situ mean
1990	2081200	3.924275724	in-situ mean
1991	2081200	3.924275724	in-situ mean
1992	2081200	2.998569231	in-situ
1993	2081200	3.924275724	in-situ mean
1994	2081200	1.644315789	in-situ
1995	2081200	3.845378571	in-situ
1996	2081200	4.106778947	in-situ
1997	2081200	4.253752941	in-situ
1998	2081200	3.986463158	in-situ
