year	lakeid	secchi.m	secchi_source
2009	828600	2.04528	in-situ mean
2010	828600	2.04528	in-situ mean
2011	828600	2.04528	in-situ mean
2012	828600	2.04528	in-situ mean
1979	830300	0.630276	satellite mean
1980	830300	0.630276	satellite mean
1981	830300	0.630276	satellite mean
1982	830300	0.630276	satellite mean
1983	830300	0.630276	satellite mean
1984	830300	0.630276	satellite mean
1985	830300	0.630276	satellite mean
1986	830300	0.630276	satellite mean
1987	830300	0.630276	satellite mean
1988	830300	0.630276	satellite mean
1989	830300	0.630276	satellite mean
1990	830300	0.630276	satellite mean
1991	830300	0.630276	satellite mean
1992	830300	0.630276	satellite mean
1993	830300	0.630276	satellite mean
1994	830300	0.630276	satellite mean
1995	830300	0.630276	satellite mean
1996	830300	0.630276	satellite mean
1997	830300	0.630276	satellite mean
1998	830300	0.630276	satellite mean
1999	830300	0.630276	satellite mean
2000	830300	0.630276	satellite mean
2001	830300	0.630276	satellite mean
2002	830300	0.630276	satellite mean
2003	830300	0.630276	satellite mean
2004	830300	0.630276	satellite mean
2005	830300	0.630276	satellite mean
2006	830300	0.630276	satellite mean
2007	830300	0.630276	satellite mean
2008	830300	0.630276	satellite mean
2009	830300	0.630276	satellite mean
2010	830300	0.630276	satellite mean
2011	830300	0.630276	satellite mean
2012	830300	0.630276	satellite mean
1979	830700	1.6764	in-situ
1980	830700	2	in-situ
1981	830700	3.608947699	in-situ mean
1982	830700	3.608947699	in-situ mean
1983	830700	3.608947699	in-situ mean
1984	830700	3.608947699	in-situ mean
1985	830700	2	in-situ
1986	830700	3.608947699	in-situ mean
1987	830700	3.608947699	in-situ mean
1988	830700	3.4254125	in-situ
1989	830700	5.329766667	in-situ
1990	830700	3.893516129	in-situ
1991	830700	4.514614286	in-situ
1992	830700	3.882406667	in-situ
1993	830700	3.826565217	in-situ
1994	830700	4.02122	in-situ
1995	830700	3.436092308	in-situ
1996	830700	2.79887	in-situ
1997	830700	4.068928571	in-situ
1998	830700	3.844642105	in-situ
1999	830700	3.407934	in-situ
2000	830700	4.664517778	in-situ
2001	830700	2.079811765	in-situ
2002	830700	2.413	in-situ
2003	830700	2.8956	in-situ
2004	830700	2.26695	in-situ
2005	830700	3.189514286	in-situ
2006	830700	3.78968	in-situ
2007	830700	3.5052	in-situ
2008	830700	3.202453333	in-situ
2009	830700	4.78155	in-situ
2010	830700	2.9718	in-situ
2011	830700	3.6576	in-situ
2012	830700	4.3815	in-situ
1979	830800	0.9144	in-situ
1980	830800	0.5	in-situ
1981	830800	1.004854545	in-situ mean
1982	830800	1.004854545	in-situ mean
1983	830800	1.004854545	in-situ mean
1984	830800	1.004854545	in-situ mean
1985	830800	1.004854545	in-situ mean
1986	830800	1.004854545	in-situ mean
1987	830800	1.004854545	in-situ mean
1988	830800	1.004854545	in-situ mean
1989	830800	1.004854545	in-situ mean
1990	830800	1.004854545	in-situ mean
1991	830800	1.004854545	in-situ mean
1992	830800	1.004854545	in-situ mean
1993	830800	1.004854545	in-situ mean
1994	830800	1.004854545	in-situ mean
1995	830800	1.004854545	in-situ mean
1996	830800	1.7334	in-situ
1997	830800	1.004854545	in-situ mean
1998	830800	1.004854545	in-situ mean
1999	830800	1.004854545	in-situ mean
2000	830800	1.004854545	in-situ mean
2001	830800	1.004854545	in-situ mean
2002	830800	1.004854545	in-situ mean
2003	830800	1.004854545	in-situ mean
2004	830800	1.004854545	in-situ mean
2005	830800	1.004854545	in-situ mean
2006	830800	1.004854545	in-situ mean
2007	830800	0.881742857	in-situ
2008	830800	1.004854545	in-situ mean
2009	830800	1.004854545	in-situ mean
2010	830800	1.004854545	in-situ mean
2011	830800	1.004854545	in-situ mean
2012	830800	1.004854545	in-situ mean
1979	833200	0.3	satellite mean
1980	833200	0.3	satellite mean
1981	833200	0.3	satellite mean
1982	833200	0.3	satellite mean
1983	833200	0.3	satellite mean
1984	833200	0.3	satellite mean
1985	833200	0.3	satellite mean
1986	833200	0.3	satellite mean
1987	833200	0.3	satellite mean
1988	833200	0.3	satellite mean
1989	833200	0.3	satellite mean
1990	833200	0.3	satellite mean
1991	833200	0.3	satellite mean
1992	833200	0.3	satellite mean
1993	833200	0.3	satellite mean
1994	833200	0.3	satellite mean
1995	833200	0.3	satellite mean
1996	833200	0.3	satellite mean
1997	833200	0.3	satellite mean
1998	833200	0.3	satellite mean
1999	833200	0.3	satellite mean
2000	833200	0.3	satellite mean
2001	833200	0.3	satellite mean
2002	833200	0.3	satellite mean
2003	833200	0.3	satellite mean
2004	833200	0.3	satellite mean
2005	833200	0.3	satellite mean
2006	833200	0.3	satellite mean
2007	833200	0.3	satellite mean
2008	833200	0.3	satellite mean
2009	833200	0.3	satellite mean
2010	833200	0.3	satellite mean
2011	833200	0.3	satellite mean
2012	833200	0.3	satellite mean
1979	835100	0.715237039	in-situ mean
1980	835100	1	in-situ
1981	835100	0.715237039	in-situ mean
1982	835100	0.715237039	in-situ mean
1983	835100	0.715237039	in-situ mean
1984	835100	0.715237039	in-situ mean
1985	835100	0.715237039	in-situ mean
1986	835100	0.715237039	in-situ mean
1987	835100	0.715237039	in-situ mean
1988	835100	0.715237039	in-situ mean
1989	835100	0.715237039	in-situ mean
1990	835100	0.715237039	in-situ mean
1991	835100	0.88	in-situ
1992	835100	0.35	in-situ
1993	835100	0.35	in-situ
1994	835100	0.13	in-situ
1995	835100	0.591733333	in-situ
1996	835100	0.922866667	in-situ
1997	835100	1.323109091	in-situ
1998	835100	0.886690909	in-situ
1999	835100	0.878382933	in-situ
2000	835100	0.715237039	in-situ mean
2001	835100	0.715237039	in-situ mean
2002	835100	0.715237039	in-situ mean
2003	835100	0.715237039	in-situ mean
2004	835100	0.817033333	in-situ
2005	835100	0.604701429	in-situ
2006	835100	0.753978947	in-situ
2007	835100	0.6096	in-situ
2008	835100	0.706966667	in-situ
2009	835100	0.6477	in-situ
2010	835100	0.49276	in-situ
2011	835100	0.4445	in-situ
2012	835100	0.447675	in-situ
1979	835800	0.585801816	in-situ mean
1980	835800	0.5	in-situ
1981	835800	0.585801816	in-situ mean
1982	835800	0.585801816	in-situ mean
1983	835800	0.585801816	in-situ mean
1984	835800	0.585801816	in-situ mean
1985	835800	0.585801816	in-situ mean
1986	835800	0.585801816	in-situ mean
1987	835800	0.406254857	in-situ
1988	835800	0.381	in-situ
1989	835800	0.4798125	in-situ
1990	835800	0.350450016	in-situ
1991	835800	0.263203097	in-situ
1992	835800	0.3036	in-situ
1993	835800	0.224771636	in-situ
1994	835800	0.347618182	in-situ
1995	835800	1.333956364	in-situ
1996	835800	0.492386462	in-situ
1997	835800	0.284773913	in-situ
1998	835800	0.327025	in-situ
1999	835800	1.17856	in-situ
2000	835800	0.309033333	in-situ
2001	835800	0.74803	in-situ
2002	835800	0.4318	in-situ
2003	835800	0.562707692	in-situ
2004	835800	1.062346667	in-situ
2005	835800	1.537854545	in-situ
2006	835800	0.936171429	in-situ
2007	835800	0.718457143	in-situ
2008	835800	0.383177143	in-situ
2009	835800	1.491342857	in-situ
2010	835800	1.43256	in-situ
2011	835800	0.5334	in-situ
2012	835800	0.4953	in-situ
1979	837100	0.426617032	in-situ mean
1980	837100	0.75	in-situ
1981	837100	0.426617032	in-situ mean
1982	837100	0.426617032	in-situ mean
1983	837100	0.426617032	in-situ mean
1984	837100	0.426617032	in-situ mean
1985	837100	0.426617032	in-situ mean
1986	837100	0.426617032	in-situ mean
1987	837100	0.426617032	in-situ mean
1988	837100	0.426617032	in-situ mean
1989	837100	0.426617032	in-situ mean
1990	837100	0.426617032	in-situ mean
1991	837100	0.26	in-situ
1992	837100	0.426617032	in-situ mean
1993	837100	0.426617032	in-situ mean
1994	837100	0.426617032	in-situ mean
1995	837100	0.426617032	in-situ mean
1996	837100	0.426617032	in-situ mean
1997	837100	0.426617032	in-situ mean
1998	837100	0.426617032	in-situ mean
1999	837100	0.426617032	in-situ mean
2000	837100	0.3143	in-situ
2001	837100	0.426617032	in-situ mean
2002	837100	0.426617032	in-situ mean
2003	837100	0.426617032	in-situ mean
2004	837100	0.426617032	in-situ mean
2005	837100	0.426617032	in-situ mean
2006	837100	0.426617032	in-situ mean
2007	837100	0.426617032	in-situ mean
2008	837100	0.426617032	in-situ mean
2009	837100	0.426617032	in-situ mean
2010	837100	0.4318	in-situ
2011	837100	0.4318	in-situ
2012	837100	0.426617032	in-situ mean
1979	837300	0.595954	satellite mean
1980	837300	0.595954	satellite mean
1981	837300	0.595954	satellite mean
1982	837300	0.595954	satellite mean
1983	837300	0.595954	satellite mean
1984	837300	0.595954	satellite mean
1985	837300	0.595954	satellite mean
1986	837300	0.595954	satellite mean
1987	837300	0.595954	satellite mean
1988	837300	0.595954	satellite mean
1989	837300	0.595954	satellite mean
1990	837300	0.595954	satellite mean
1991	837300	0.595954	satellite mean
1992	837300	0.595954	satellite mean
1993	837300	0.595954	satellite mean
1994	837300	0.595954	satellite mean
1995	837300	0.595954	satellite mean
1996	837300	0.595954	satellite mean
1997	837300	0.595954	satellite mean
1998	837300	0.595954	satellite mean
1999	837300	0.595954	satellite mean
2000	837300	0.595954	satellite mean
2001	837300	0.595954	satellite mean
2002	837300	0.595954	satellite mean
2003	837300	0.595954	satellite mean
2004	837300	0.595954	satellite mean
2005	837300	0.595954	satellite mean
2006	837300	0.595954	satellite mean
2007	837300	0.595954	satellite mean
2008	837300	0.595954	satellite mean
2009	837300	0.595954	satellite mean
2010	837300	0.595954	satellite mean
2011	837300	0.595954	satellite mean
2012	837300	0.595954	satellite mean
1979	838100	2.46566	global mean
1980	838100	2.46566	global mean
1981	838100	2.46566	global mean
1982	838100	2.46566	global mean
1983	838100	2.46566	global mean
1984	838100	2.46566	global mean
1985	838100	2.46566	global mean
1986	838100	2.46566	global mean
1987	838100	2.46566	global mean
1988	838100	2.46566	global mean
1989	838100	2.46566	global mean
1990	838100	2.46566	global mean
1991	838100	2.46566	global mean
1992	838100	2.46566	global mean
1993	838100	2.46566	global mean
1994	838100	2.46566	global mean
1995	838100	2.46566	global mean
1996	838100	2.46566	global mean
1997	838100	2.46566	global mean
1998	838100	2.46566	global mean
1999	838100	2.46566	global mean
2000	838100	2.46566	global mean
2001	838100	2.46566	global mean
2002	838100	2.46566	global mean
2003	838100	2.46566	global mean
2004	838100	2.46566	global mean
2005	838100	2.46566	global mean
2006	838100	2.46566	global mean
2007	838100	2.46566	global mean
2008	838100	2.46566	global mean
2009	838100	2.46566	global mean
2010	838100	2.46566	global mean
2011	838100	2.46566	global mean
2012	838100	2.46566	global mean
1979	838300	0.731501	satellite mean
1980	838300	0.731501	satellite mean
1981	838300	0.731501	satellite mean
1982	838300	0.731501	satellite mean
1983	838300	0.731501	satellite mean
1984	838300	0.731501	satellite mean
1985	838300	0.731501	satellite mean
1986	838300	0.731501	satellite mean
1987	838300	0.731501	satellite mean
1988	838300	0.731501	satellite mean
1989	838300	0.731501	satellite mean
1990	838300	0.731501	satellite mean
1991	838300	0.731501	satellite mean
1992	838300	0.731501	satellite mean
1993	838300	0.731501	satellite mean
1994	838300	0.731501	satellite mean
1995	838300	0.731501	satellite mean
1996	838300	0.731501	satellite mean
1997	838300	0.731501	satellite mean
1998	838300	0.731501	satellite mean
1999	838300	0.731501	satellite mean
2000	838300	0.731501	satellite mean
2001	838300	0.731501	satellite mean
2002	838300	0.731501	satellite mean
2003	838300	0.731501	satellite mean
2004	838300	0.731501	satellite mean
2005	838300	0.731501	satellite mean
2006	838300	0.731501	satellite mean
2007	838300	0.731501	satellite mean
2008	838300	0.731501	satellite mean
2009	838300	0.731501	satellite mean
2010	838300	0.731501	satellite mean
2011	838300	0.731501	satellite mean
2012	838300	0.731501	satellite mean
1979	839100	0.2	in-situ mean
1980	839100	0.2	in-situ mean
1981	839100	0.2	in-situ mean
1982	839100	0.2	in-situ mean
1983	839100	0.2	in-situ mean
1984	839100	0.2	in-situ mean
1985	839100	0.2	in-situ mean
1986	839100	0.2	in-situ mean
1987	839100	0.2	in-situ mean
1988	839100	0.2	in-situ mean
1989	839100	0.2	in-situ mean
1990	839100	0.2	in-situ mean
1991	839100	0.2	in-situ mean
1992	839100	0.2	in-situ mean
1993	839100	0.2	in-situ mean
1994	839100	0.2	in-situ mean
1995	839100	0.2	in-situ mean
1996	839100	0.2	in-situ mean
1997	839100	0.2	in-situ mean
1998	839100	0.2	in-situ mean
1999	839100	0.2	in-situ mean
2000	839100	0.2	in-situ mean
2001	839100	0.2	in-situ mean
2002	839100	0.2	in-situ mean
2003	839100	0.2	in-situ mean
2004	839100	0.2	in-situ mean
2005	839100	0.2	in-situ mean
2006	839100	0.2	in-situ mean
2007	839100	0.2	in-situ mean
2008	839100	0.2	in-situ mean
2009	839100	0.2	in-situ mean
2010	839100	0.2	in-situ mean
2011	839100	0.2	in-situ
2012	839100	0.2	in-situ mean
1979	843400	1.292925181	in-situ mean
1980	843400	1.75	in-situ
1981	843400	1.292925181	in-situ mean
1982	843400	1.292925181	in-situ mean
1983	843400	1.292925181	in-situ mean
1984	843400	1.292925181	in-situ mean
1985	843400	1.292925181	in-situ mean
1986	843400	1.292925181	in-situ mean
1987	843400	1.292925181	in-situ mean
1988	843400	1.292925181	in-situ mean
1989	843400	1.292925181	in-situ mean
1990	843400	1.292925181	in-situ mean
1991	843400	1.292925181	in-situ mean
1992	843400	1.292925181	in-situ mean
1993	843400	1.783772727	in-situ
1994	843400	1.517072727	in-situ
1995	843400	1.289165455	in-situ
1996	843400	1.081314286	in-situ
1997	843400	1.440542857	in-situ
1998	843400	1.292925181	in-situ mean
1999	843400	1.292925181	in-situ mean
2000	843400	1.3716	in-situ
2001	843400	1.292925181	in-situ mean
2002	843400	1.292925181	in-situ mean
2003	843400	1.6764	in-situ
2004	843400	1.292925181	in-situ mean
2005	843400	0.3429	in-situ
2006	843400	0.778933333	in-situ
2007	843400	1.108363636	in-situ
2008	843400	1.49352	in-situ
2009	843400	1.284514286	in-situ
2010	843400	1.3716	in-situ
2011	843400	1.3462	in-situ
2012	843400	0.804672	in-situ
1979	848800	2.204255876	in-situ mean
1980	848800	1.7	in-situ
1981	848800	4.5052	in-situ
1982	848800	2.204255876	in-situ mean
1983	848800	2.204255876	in-situ mean
1984	848800	2.204255876	in-situ mean
1985	848800	2.204255876	in-situ mean
1986	848800	2.116666667	in-situ
1987	848800	2.081106667	in-situ
1988	848800	2.671575	in-situ
1989	848800	2.273233333	in-situ
1990	848800	2.174219048	in-situ
1991	848800	2.111832258	in-situ
1992	848800	2.337689655	in-situ
1993	848800	2.517276923	in-situ
1994	848800	2.286855172	in-situ
1995	848800	2.39877625	in-situ
1996	848800	2.474894737	in-situ
1997	848800	2.60238	in-situ
1998	848800	1.943816667	in-situ
1999	848800	1.750592533	in-situ
2000	848800	2.119835294	in-situ
2001	848800	2.119247059	in-situ
2002	848800	2.052917647	in-situ
2003	848800	2.085975	in-situ
2004	848800	2.216727273	in-situ
2005	848800	1.987296	in-situ
2006	848800	2.03581	in-situ
2007	848800	2.018968696	in-situ
2008	848800	2.11709	in-situ
2009	848800	2.298895385	in-situ
2010	848800	2.376351429	in-situ
2011	848800	2.002339355	in-situ
2012	848800	1.802892	in-situ
1979	849400	4.247772651	in-situ mean
1980	849400	4.247772651	in-situ mean
1981	849400	4.9504	in-situ
1982	849400	4.247772651	in-situ mean
1983	849400	4.247772651	in-situ mean
1984	849400	4.247772651	in-situ mean
1985	849400	4.247772651	in-situ mean
1986	849400	4.247772651	in-situ mean
1987	849400	4.247772651	in-situ mean
1988	849400	4.45	in-situ
1989	849400	3	in-situ
1990	849400	4.247772651	in-situ mean
1991	849400	4.247772651	in-situ mean
1992	849400	4.247772651	in-situ mean
1993	849400	4.247772651	in-situ mean
1994	849400	4.247772651	in-situ mean
1995	849400	4.247772651	in-situ mean
1996	849400	4.247772651	in-situ mean
1997	849400	4.247772651	in-situ mean
1998	849400	4.247772651	in-situ mean
1999	849400	2.6996544	in-situ
2000	849400	4.247772651	in-situ mean
2001	849400	4.247772651	in-situ mean
2002	849400	4.247772651	in-situ mean
2003	849400	4.247772651	in-situ mean
2004	849400	4.247772651	in-situ mean
2005	849400	4.247772651	in-situ mean
2006	849400	4.247772651	in-situ mean
2007	849400	4.247772651	in-situ mean
2008	849400	4.247772651	in-situ mean
2009	849400	4.247772651	in-situ mean
2010	849400	4.247772651	in-situ mean
2011	849400	4.21005	in-situ
2012	849400	5.708072727	in-situ
1979	849600	3.21700377	in-situ mean
1980	849600	2.9	in-situ
1981	849600	5.947	in-situ
1982	849600	3.21700377	in-situ mean
1983	849600	3.21700377	in-situ mean
1984	849600	3.21700377	in-situ mean
1985	849600	3.21700377	in-situ mean
1986	849600	3.145536	in-situ
1987	849600	3.379694118	in-situ
1988	849600	2.907414286	in-situ
1989	849600	3.071709434	in-situ
1990	849600	3.284764286	in-situ
1991	849600	3.25755	in-situ
1992	849600	3.000375	in-situ
1993	849600	3.664857143	in-situ
1994	849600	2.521527273	in-situ
1995	849600	2.91084	in-situ
1996	849600	3.6576	in-situ
1997	849600	4.48056	in-situ
1998	849600	3.33756	in-situ
1999	849600	3.4798	in-situ
2000	849600	3.52044	in-situ
2001	849600	3.4671	in-situ
2002	849600	3.21700377	in-situ mean
2003	849600	2.7996416	in-situ
2004	849600	3.21700377	in-situ mean
2005	849600	3.21700377	in-situ mean
2006	849600	3.21700377	in-situ mean
2007	849600	2.85	in-situ
2008	849600	3.21700377	in-situ mean
2009	849600	3.21700377	in-situ mean
2010	849600	3.21700377	in-situ mean
2011	849600	3.21700377	in-situ mean
2012	849600	7.7	in-situ
1979	850300	1.8288	in-situ
1980	850300	3.5	in-situ
1981	850300	4.8076	in-situ
1982	850300	2.439318549	in-situ mean
1983	850300	2.439318549	in-situ mean
1984	850300	2.439318549	in-situ mean
1985	850300	2.439318549	in-situ mean
1986	850300	2.439318549	in-situ mean
1987	850300	2.439318549	in-situ mean
1988	850300	2.15	in-situ
1989	850300	2.4875	in-situ
1990	850300	2.439318549	in-situ mean
1991	850300	2.439318549	in-situ mean
1992	850300	2.439318549	in-situ mean
1993	850300	2.439318549	in-situ mean
1994	850300	2.439318549	in-situ mean
1995	850300	2.665060364	in-situ
1996	850300	2.70256	in-situ
1997	850300	2.201333333	in-situ
1998	850300	2.350476923	in-situ
1999	850300	1.4097	in-situ
2000	850300	2.167466667	in-situ
2001	850300	2.447544	in-situ
2002	850300	2.377035294	in-situ
2003	850300	2.032	in-situ
2004	850300	2.2352	in-situ
2005	850300	2.9464	in-situ
2006	850300	3.33375	in-situ
2007	850300	2.5781	in-situ
2008	850300	2.4003	in-situ
2009	850300	2.9718	in-situ
2010	850300	2.4003	in-situ
2011	850300	2.3622	in-situ
2012	850300	2.667	in-situ
1979	850800	3.07284396	in-situ mean
1980	850800	2.725	in-situ
1981	850800	3.07284396	in-situ mean
1982	850800	3.07284396	in-situ mean
1983	850800	3.07284396	in-situ mean
1984	850800	3.07284396	in-situ mean
1985	850800	3.07284396	in-situ mean
1986	850800	2.49174	in-situ
1987	850800	3.272366667	in-situ
1988	850800	3.8354	in-situ
1989	850800	3.869266667	in-situ
1990	850800	3.356751111	in-situ
1991	850800	3.71475	in-situ
1992	850800	4.881372	in-situ
1993	850800	2.612571429	in-situ
1994	850800	2.1	in-situ
1995	850800	2.339628571	in-situ
1996	850800	3.10896	in-situ
1997	850800	3.2512	in-situ
1998	850800	3.59664	in-situ
1999	850800	2.4384	in-situ
2000	850800	1.70688	in-situ
2001	850800	2.4384	in-situ
2002	850800	2.5908	in-situ
2003	850800	2.1336	in-situ
2004	850800	1.6002	in-situ
2005	850800	2.42824	in-situ
2006	850800	2.276856	in-situ
2007	850800	1.84404	in-situ
2008	850800	2.49936	in-situ
2009	850800	2.92608	in-situ
2010	850800	3.01752	in-situ
2011	850800	3.29184	in-situ
2012	850800	2.8956	in-situ
1979	852400	2.7432	in-situ
1980	852400	2.7	in-situ
1981	852400	2.5	in-situ
1982	852400	3.445248408	in-situ mean
1983	852400	3.445248408	in-situ mean
1984	852400	3.445248408	in-situ mean
1985	852400	3.445248408	in-situ mean
1986	852400	3.445248408	in-situ mean
1987	852400	2.9083	in-situ
1988	852400	3.189514286	in-situ
1989	852400	2.52222	in-situ
1990	852400	2.806147826	in-situ
1991	852400	2.33934	in-situ
1992	852400	2.91592	in-situ
1993	852400	2.833254545	in-situ
1994	852400	3.9878	in-situ
1995	852400	3.182991304	in-situ
1996	852400	3.824514286	in-situ
1997	852400	3.83286	in-situ
1998	852400	3.512457143	in-situ
1999	852400	3.6227452	in-situ
2000	852400	4.679234783	in-situ
2001	852400	2.804215341	in-situ
2002	852400	2.40208	in-situ
2003	852400	3.10390224	in-situ
2004	852400	3.746281018	in-situ
2005	852400	3.0994	in-situ
2006	852400	4.549858667	in-situ
2007	852400	5.02397	in-situ
2008	852400	4.147112	in-situ
2009	852400	3.569504	in-situ
2010	852400	5.208333333	in-situ
2011	852400	3.707142857	in-situ
2012	852400	4.028571429	in-situ
1979	853200	1.971969426	in-situ mean
1980	853200	3	in-situ
1981	853200	1.971969426	in-situ mean
1982	853200	1.971969426	in-situ mean
1983	853200	1.971969426	in-situ mean
1984	853200	1.971969426	in-situ mean
1985	853200	1.971969426	in-situ mean
1986	853200	1.524	in-situ
1987	853200	2.213810526	in-situ
1988	853200	1.982018182	in-situ
1989	853200	1.35818	in-situ
1990	853200	1.17	in-situ
1991	853200	1.21	in-situ
1992	853200	1.52	in-situ
1993	853200	2.239305263	in-situ
1994	853200	1.916473684	in-situ
1995	853200	2.84738	in-situ
1996	853200	2.09125	in-situ
1997	853200	1.367413333	in-situ
1998	853200	0.666727273	in-situ
1999	853200	0.805911111	in-situ
2000	853200	1.063847619	in-situ
2001	853200	2.261328571	in-situ
2002	853200	2.017888889	in-situ
2003	853200	2.249556522	in-situ
2004	853200	1.857375	in-situ
2005	853200	1.880616	in-situ
2006	853200	2.778578571	in-situ
2007	853200	1.796472727	in-situ
2008	853200	1.843024	in-situ
2009	853200	2.005148571	in-situ
2010	853200	2.18694	in-situ
2011	853200	2.7559	in-situ
2012	853200	2.04549375	in-situ
1979	854100	1.2192	in-situ
1980	854100	1.2192	in-situ mean
1981	854100	1.2192	in-situ mean
1982	854100	1.2192	in-situ mean
1983	854100	1.2192	in-situ mean
1984	854100	1.2192	in-situ mean
1985	854100	1.2192	in-situ mean
1986	854100	1.2192	in-situ mean
1987	854100	1.2192	in-situ mean
1988	854100	1.2192	in-situ mean
1989	854100	1.2192	in-situ mean
1990	854100	1.2192	in-situ mean
1991	854100	1.2192	in-situ mean
1992	854100	1.2192	in-situ mean
1993	854100	1.2192	in-situ mean
1994	854100	1.2192	in-situ mean
1995	854100	1.2192	in-situ mean
1996	854100	1.2192	in-situ mean
1997	854100	1.2192	in-situ mean
1998	854100	1.2192	in-situ mean
1999	854100	1.2192	in-situ mean
2000	854100	1.2192	in-situ mean
2001	854100	1.2192	in-situ mean
2002	854100	1.2192	in-situ mean
2003	854100	1.2192	in-situ mean
2004	854100	1.2192	in-situ mean
2005	854100	1.2192	in-situ mean
2006	854100	1.2192	in-situ mean
2007	854100	1.2192	in-situ mean
2008	854100	1.2192	in-situ mean
2009	854100	1.2192	in-situ mean
2010	854100	1.2192	in-situ mean
2011	854100	1.2192	in-situ mean
2012	854100	1.2192	in-situ mean
1979	854300	2.407405955	in-situ mean
1980	854300	2.407405955	in-situ mean
1981	854300	3.2038	in-situ
1982	854300	2.407405955	in-situ mean
1983	854300	2.407405955	in-situ mean
1984	854300	2.407405955	in-situ mean
1985	854300	2.407405955	in-situ mean
1986	854300	2.407405955	in-situ mean
1987	854300	2.407405955	in-situ mean
1988	854300	2.407405955	in-situ mean
1989	854300	2.407405955	in-situ mean
1990	854300	2.039470588	in-situ
1991	854300	1.926336	in-situ
1992	854300	2.927684211	in-situ
1993	854300	1.907930769	in-situ
1994	854300	1.87549536	in-situ
1995	854300	3.392175	in-situ
1996	854300	2.010507692	in-situ
1997	854300	2.602523077	in-situ
1998	854300	1.971675	in-situ
1999	854300	2.168236364	in-situ
2000	854300	3.132666667	in-situ
2001	854300	2.218266667	in-situ
2002	854300	3.179581818	in-situ
2003	854300	2.122714286	in-situ
2004	854300	3.2766	in-situ
2005	854300	2.92608	in-situ
2006	854300	1.8669	in-situ
2007	854300	3.1242	in-situ
2008	854300	2.91084	in-situ
2009	854300	2.2606	in-situ
2010	854300	2.34696	in-situ
2011	854300	2.5146	in-situ
2012	854300	2.3368	in-situ
1979	854900	1.03528	satellite mean
1980	854900	1.03528	satellite mean
1981	854900	1.03528	satellite mean
1982	854900	1.03528	satellite mean
1983	854900	1.03528	satellite mean
1984	854900	1.03528	satellite mean
1985	854900	1.03528	satellite mean
1986	854900	1.03528	satellite mean
1987	854900	1.03528	satellite mean
1988	854900	1.03528	satellite mean
1989	854900	1.03528	satellite mean
1990	854900	1.03528	satellite mean
1991	854900	1.03528	satellite mean
1992	854900	1.03528	satellite mean
1993	854900	1.03528	satellite mean
1994	854900	1.03528	satellite mean
1995	854900	1.03528	satellite mean
1996	854900	1.03528	satellite mean
1997	854900	1.03528	satellite mean
1998	854900	1.03528	satellite mean
1999	854900	1.03528	satellite mean
2000	854900	1.03528	satellite mean
2001	854900	1.03528	satellite mean
2002	854900	1.03528	satellite mean
2003	854900	1.03528	satellite mean
2004	854900	1.03528	satellite mean
2005	854900	1.03528	satellite mean
2006	854900	1.03528	satellite mean
2007	854900	1.03528	satellite mean
2008	854900	1.03528	satellite mean
2009	854900	1.03528	satellite mean
2010	854900	1.03528	satellite mean
2011	854900	1.03528	satellite mean
2012	854900	1.03528	satellite mean
1979	855200	2.216034352	in-situ mean
1980	855200	2.216034352	in-situ mean
1981	855200	2.216034352	in-situ mean
1982	855200	2.216034352	in-situ mean
1983	855200	2.216034352	in-situ mean
1984	855200	2.216034352	in-situ mean
1985	855200	2.216034352	in-situ mean
1986	855200	2.216034352	in-situ mean
1987	855200	2.216034352	in-situ mean
1988	855200	2.216034352	in-situ mean
1989	855200	2.216034352	in-situ mean
1990	855200	2.1717	in-situ
1991	855200	2.935111111	in-situ
1992	855200	2.698376471	in-situ
1993	855200	2.69748	in-situ
1994	855200	2.313709091	in-situ
1995	855200	2.2733	in-situ
1996	855200	2.15265	in-situ
1997	855200	2.066364706	in-situ
1998	855200	1.8669	in-situ
1999	855200	1.84785	in-situ
2000	855200	1.85166	in-situ
2001	855200	1.7998464	in-situ
2002	855200	2.216034352	in-situ mean
2003	855200	2.177142857	in-situ
2004	855200	1.7907	in-situ
2005	855200	2.8956	in-situ
2006	855200	1.53924	in-situ
2007	855200	1.524	in-situ
2008	855200	1.558636364	in-situ
2009	855200	1.769533333	in-situ
2010	855200	1.457325	in-situ
2011	855200	2.286	in-situ
2012	855200	3.5052	in-situ
1979	856800	0.4572	in-situ
1980	856800	0.6	in-situ
1981	856800	0.5286	in-situ mean
1982	856800	0.5286	in-situ mean
1983	856800	0.5286	in-situ mean
1984	856800	0.5286	in-situ mean
1985	856800	0.5286	in-situ mean
1986	856800	0.5286	in-situ mean
1987	856800	0.5286	in-situ mean
1988	856800	0.5286	in-situ mean
1989	856800	0.5286	in-situ mean
1990	856800	0.5286	in-situ mean
1991	856800	0.5286	in-situ mean
1992	856800	0.5286	in-situ mean
1993	856800	0.5286	in-situ mean
1994	856800	0.5286	in-situ mean
1995	856800	0.5286	in-situ mean
1996	856800	0.5286	in-situ mean
1997	856800	0.5286	in-situ mean
1998	856800	0.5286	in-situ mean
1999	856800	0.5286	in-situ mean
2000	856800	0.5286	in-situ mean
2001	856800	0.5286	in-situ mean
2002	856800	0.5286	in-situ mean
2003	856800	0.5286	in-situ mean
2004	856800	0.5286	in-situ mean
2005	856800	0.5286	in-situ mean
2006	856800	0.5286	in-situ mean
